ADM3_PCODE,inhabitants_100m,inhabitants_inside5km_events,exposed_to_conflict_indicator,inhabitants_inside5km_VAC,inhabitants_inside5km_Battles,inhabitants_inside5km_Riots,inhabitants_inside5km_Protests,inhabitants_inside5km_ERV
ML090104,433963.313,196251.6443,0.452230957,196251.6443,196251.6443,196251.6443,196251.6443,196251.6443
ML090103,136095.3844,132947.0849,0.976866964,132947.0849,132947.0849,132947.0849,132947.0849,132947.0849
ML090102,173342.2499,173335.5052,0.99996109,173335.5052,173335.5052,173335.5052,173335.5052,173335.5052
ML090106,867072.0655,354127.0173,0.408417052,2933.461718,354127.0173,2933.461718,2933.461718,2933.461718
ML090101,499607.3665,368569.4373,0.73771818,135715.2641,368569.4373,135715.2641,368267.9855,368267.9855
ML090105,792172.2432,113508.1047,0.143287152,113508.1047,113508.1047,113508.1047,113508.1047,113508.1047
ML100101,30279.51253,19634.20178,0.648431898,17420.0642,19634.20178,17420.0642,17420.0642,18227.04334
ML100201,26033.10796,9688.258779,0.372151446,7447.425231,9688.258779,7447.425231,7447.425231,7447.425231
ML100301,9870.434613,421.7372946,0.042727328,340.6017618,421.7372946,340.6017618,340.6017618,340.6017618
ML100401,9365.808709,1851.024362,0.197636362,722.6583436,1851.024362,722.6583436,722.6583436,762.0742133
CI030101,0,0,0,0,0,0,0,0
CI030102,0,0,0,0,0,0,0,0
CI030103,0,0,0,0,0,0,0,0
CI030104,0,0,0,0,0,0,0,0
CI030105,0,0,0,0,0,0,0,0
CI030106,0,0,0,0,0,0,0,0
CI030107,0,0,0,0,0,0,0,0
CI030108,0,0,0,0,0,0,0,0
CI030109,0,0,0,0,0,0,0,0
CI030110,0,0,0,0,0,0,0,0
CI030111,0,0,0,0,0,0,0,0
CI030202,0,0,0,0,0,0,0,0
CI030201,0,0,0,0,0,0,0,0
CI030302,0,0,0,0,0,0,0,0
CI030301,0,0,0,0,0,0,0,0
CI030402,0,0,0,0,0,0,0,0
CI030403,0,0,0,0,0,0,0,0
CI030404,0,0,0,0,0,0,0,0
CI030401,0,0,0,0,0,0,0,0
CI040102,0,0,0,0,0,0,0,0
CI040103,0,0,0,0,0,0,0,0
CI040101,0,0,0,0,0,0,0,0
CI040104,0,0,0,0,0,0,0,0
CI040105,0,0,0,0,0,0,0,0
CI040202,0,0,0,0,0,0,0,0
CI040203,0,0,0,0,0,0,0,0
CI040204,0,0,0,0,0,0,0,0
CI040201,0,0,0,0,0,0,0,0
CI040205,0,0,0,0,0,0,0,0
CI040206,0,0,0,0,0,0,0,0
CI040302,0,0,0,0,0,0,0,0
CI040303,0,0,0,0,0,0,0,0
CI040304,0,0,0,0,0,0,0,0
CI040301,0,0,0,0,0,0,0,0
CI050101,0,0,0,0,0,0,0,0
CI050102,0,0,0,0,0,0,0,0
CI050103,0,0,0,0,0,0,0,0
CI050104,0,0,0,0,0,0,0,0
CI050105,0,0,0,0,0,0,0,0
CI050202,0,0,0,0,0,0,0,0
CI050203,0,0,0,0,0,0,0,0
CI050204,0,0,0,0,0,0,0,0
CI050201,0,0,0,0,0,0,0,0
CI050205,0,0,0,0,0,0,0,0
CI050302,0,0,0,0,0,0,0,0
CI050303,0,0,0,0,0,0,0,0
CI050304,17.16027904,0,0,0,0,0,0,0
CI050301,25.71448398,0,0,0,0,0,0,0
CI060101,0,0,0,0,0,0,0,0
CI060102,0,0,0,0,0,0,0,0
CI060103,0,0,0,0,0,0,0,0
CI060104,0,0,0,0,0,0,0,0
CI060105,0,0,0,0,0,0,0,0
CI060201,0,0,0,0,0,0,0,0
CI060202,0,0,0,0,0,0,0,0
CI060302,0,0,0,0,0,0,0,0
CI060303,0,0,0,0,0,0,0,0
CI060301,0,0,0,0,0,0,0,0
CI060304,0,0,0,0,0,0,0,0
CI060402,0,0,0,0,0,0,0,0
CI060403,0,0,0,0,0,0,0,0
CI060404,0,0,0,0,0,0,0,0
CI060401,0,0,0,0,0,0,0,0
CI070101,0,0,0,0,0,0,0,0
CI070102,0,0,0,0,0,0,0,0
CI070202,0,0,0,0,0,0,0,0
CI070201,0,0,0,0,0,0,0,0
CI070302,0,0,0,0,0,0,0,0
CI070301,0,0,0,0,0,0,0,0
CI070303,0,0,0,0,0,0,0,0
CI070304,0,0,0,0,0,0,0,0
CI070305,0,0,0,0,0,0,0,0
CI080101,0,0,0,0,0,0,0,0
CI080102,11.91969395,0,0,0,0,0,0,0
CI080103,0,0,0,0,0,0,0,0
CI080104,0,0,0,0,0,0,0,0
CI080105,0,0,0,0,0,0,0,0
CI080201,39.17138529,0,0,0,0,0,0,0
CI080202,119.6094255,7.833000183,0.065488152,0,7.833000183,0,0,0
CI080203,536.7621551,352.8407774,0.657350326,346.3459358,352.8407774,346.3459358,346.3459358,346.3459358
CI080204,0,0,0,0,0,0,0,0
CI080302,0,0,0,0,0,0,0,0
CI080303,0,0,0,0,0,0,0,0
CI080304,0,0,0,0,0,0,0,0
CI080301,0,0,0,0,0,0,0,0
CI080305,0,0,0,0,0,0,0,0
CI080402,62.77736759,0,0,0,0,0,0,0
CI080401,680.7496881,0,0,0,0,0,0,0
CI080403,131.3478909,0,0,0,0,0,0,0
CI090101,0,0,0,0,0,0,0,0
CI090102,0,0,0,0,0,0,0,0
CI090103,0,0,0,0,0,0,0,0
CI090104,0,0,0,0,0,0,0,0
CI090105,0,0,0,0,0,0,0,0
CI090202,0,0,0,0,0,0,0,0
CI090201,0,0,0,0,0,0,0,0
CI090203,0,0,0,0,0,0,0,0
CI090204,0,0,0,0,0,0,0,0
CI090301,0,0,0,0,0,0,0,0
CI090302,0,0,0,0,0,0,0,0
CI090402,0,0,0,0,0,0,0,0
CI090403,0,0,0,0,0,0,0,0
CI090404,0,0,0,0,0,0,0,0
CI090405,0,0,0,0,0,0,0,0
CI090406,0,0,0,0,0,0,0,0
CI090401,0,0,0,0,0,0,0,0
CI010101,0,0,0,0,0,0,0,0
CI010102,0,0,0,0,0,0,0,0
CI010103,0,0,0,0,0,0,0,0
CI010104,0,0,0,0,0,0,0,0
CI010105,0,0,0,0,0,0,0,0
CI020101,0,0,0,0,0,0,0,0
CI020102,0,0,0,0,0,0,0,0
CI020202,0,0,0,0,0,0,0,0
CI020201,0,0,0,0,0,0,0,0
CI100101,0,0,0,0,0,0,0,0
CI100102,0,0,0,0,0,0,0,0
CI100103,29.39021778,0,0,0,0,0,0,0
CI100202,0,0,0,0,0,0,0,0
CI100201,0,0,0,0,0,0,0,0
CI100203,0,0,0,0,0,0,0,0
CI100204,8.351632118,0,0,0,0,0,0,0
CI110101,0,0,0,0,0,0,0,0
CI110102,0,0,0,0,0,0,0,0
CI110103,0,0,0,0,0,0,0,0
CI110104,0,0,0,0,0,0,0,0
CI110105,0,0,0,0,0,0,0,0
CI110106,0,0,0,0,0,0,0,0
CI110107,0,0,0,0,0,0,0,0
CI110201,0,0,0,0,0,0,0,0
CI110202,0,0,0,0,0,0,0,0
CI110203,0,0,0,0,0,0,0,0
CI110204,0,0,0,0,0,0,0,0
CI110301,0,0,0,0,0,0,0,0
CI110302,0,0,0,0,0,0,0,0
CI110303,0,0,0,0,0,0,0,0
CI110304,0,0,0,0,0,0,0,0
CI110305,0,0,0,0,0,0,0,0
CI110402,0,0,0,0,0,0,0,0
CI110403,0,0,0,0,0,0,0,0
CI110401,0,0,0,0,0,0,0,0
CI110404,0,0,0,0,0,0,0,0
CI120101,0,0,0,0,0,0,0,0
CI120102,0,0,0,0,0,0,0,0
CI120103,0,0,0,0,0,0,0,0
CI120202,0,0,0,0,0,0,0,0
CI120203,0,0,0,0,0,0,0,0
CI120204,0,0,0,0,0,0,0,0
CI120205,0,0,0,0,0,0,0,0
CI120206,0,0,0,0,0,0,0,0
CI120201,0,0,0,0,0,0,0,0
CI130101,0,0,0,0,0,0,0,0
CI130102,0,0,0,0,0,0,0,0
CI130103,0,0,0,0,0,0,0,0
CI130104,0,0,0,0,0,0,0,0
CI130105,0,0,0,0,0,0,0,0
CI130106,0,0,0,0,0,0,0,0
CI130107,0,0,0,0,0,0,0,0
CI130108,0,0,0,0,0,0,0,0
CI130109,0,0,0,0,0,0,0,0
CI130110,0,0,0,0,0,0,0,0
CI130111,0,0,0,0,0,0,0,0
CI130112,0,0,0,0,0,0,0,0
CI130202,0,0,0,0,0,0,0,0
CI130203,0,0,0,0,0,0,0,0
CI130201,0,0,0,0,0,0,0,0
CI130204,0,0,0,0,0,0,0,0
CI140101,0,0,0,0,0,0,0,0
CI140102,0,0,0,0,0,0,0,0
CI140103,0,0,0,0,0,0,0,0
CI140104,0,0,0,0,0,0,0,0
CI140105,0,0,0,0,0,0,0,0
CI140106,0,0,0,0,0,0,0,0
CI140107,0,0,0,0,0,0,0,0
CI140108,0,0,0,0,0,0,0,0
CI140109,0,0,0,0,0,0,0,0
CI140110,0,0,0,0,0,0,0,0
CI140111,0,0,0,0,0,0,0,0
CI140112,0,0,0,0,0,0,0,0
CI140202,0,0,0,0,0,0,0,0
CI140203,0,0,0,0,0,0,0,0
CI140204,0,0,0,0,0,0,0,0
CI140201,0,0,0,0,0,0,0,0
CI140205,0,0,0,0,0,0,0,0
CI140206,0,0,0,0,0,0,0,0
CI140302,0,0,0,0,0,0,0,0
CI140303,0,0,0,0,0,0,0,0
CI140301,0,0,0,0,0,0,0,0
CI140304,0,0,0,0,0,0,0,0
CI140402,0,0,0,0,0,0,0,0
CI140403,0,0,0,0,0,0,0,0
CI140401,0,0,0,0,0,0,0,0
CI140404,0,0,0,0,0,0,0,0
CI140502,0,0,0,0,0,0,0,0
CI140503,0,0,0,0,0,0,0,0
CI140501,0,0,0,0,0,0,0,0
CI150101,0,0,0,0,0,0,0,0
CI150102,0,0,0,0,0,0,0,0
CI150103,0,0,0,0,0,0,0,0
CI150201,0,0,0,0,0,0,0,0
CI150202,0,0,0,0,0,0,0,0
CI150203,0,0,0,0,0,0,0,0
CI150204,0,0,0,0,0,0,0,0
CI150205,0,0,0,0,0,0,0,0
CI150302,0,0,0,0,0,0,0,0
CI150301,0,0,0,0,0,0,0,0
CI160101,0,0,0,0,0,0,0,0
CI160102,0,0,0,0,0,0,0,0
CI160103,0,0,0,0,0,0,0,0
CI160104,0,0,0,0,0,0,0,0
CI160105,0,0,0,0,0,0,0,0
CI160106,0,0,0,0,0,0,0,0
CI160107,0,0,0,0,0,0,0,0
CI160108,0,0,0,0,0,0,0,0
CI160109,0,0,0,0,0,0,0,0
CI160201,0,0,0,0,0,0,0,0
CI160202,0,0,0,0,0,0,0,0
CI160203,0,0,0,0,0,0,0,0
CI160204,0,0,0,0,0,0,0,0
CI160205,0,0,0,0,0,0,0,0
CI160301,0,0,0,0,0,0,0,0
CI160302,0,0,0,0,0,0,0,0
CI160303,0,0,0,0,0,0,0,0
CI160304,0,0,0,0,0,0,0,0
CI160305,0,0,0,0,0,0,0,0
CI160401,0,0,0,0,0,0,0,0
CI160402,0,0,0,0,0,0,0,0
CI160403,0,0,0,0,0,0,0,0
CI160404,0,0,0,0,0,0,0,0
CI170101,0,0,0,0,0,0,0,0
CI170102,0,0,0,0,0,0,0,0
CI170103,0,0,0,0,0,0,0,0
CI170104,0,0,0,0,0,0,0,0
CI170105,0,0,0,0,0,0,0,0
CI170106,0,0,0,0,0,0,0,0
CI170107,0,0,0,0,0,0,0,0
CI170108,0,0,0,0,0,0,0,0
CI170109,0,0,0,0,0,0,0,0
CI170110,0,0,0,0,0,0,0,0
CI170202,0,0,0,0,0,0,0,0
CI170201,0,0,0,0,0,0,0,0
CI170203,0,0,0,0,0,0,0,0
CI170302,0,0,0,0,0,0,0,0
CI170303,0,0,0,0,0,0,0,0
CI170301,0,0,0,0,0,0,0,0
CI170304,0,0,0,0,0,0,0,0
CI170305,0,0,0,0,0,0,0,0
CI170306,0,0,0,0,0,0,0,0
CI180101,0,0,0,0,0,0,0,0
CI180102,0,0,0,0,0,0,0,0
CI180103,0,0,0,0,0,0,0,0
CI180104,0,0,0,0,0,0,0,0
CI180105,0,0,0,0,0,0,0,0
CI180106,0,0,0,0,0,0,0,0
CI180202,0,0,0,0,0,0,0,0
CI180203,0,0,0,0,0,0,0,0
CI180201,0,0,0,0,0,0,0,0
CI180204,0,0,0,0,0,0,0,0
CI180205,0,0,0,0,0,0,0,0
CI180206,0,0,0,0,0,0,0,0
CI180207,0,0,0,0,0,0,0,0
CI180302,0,0,0,0,0,0,0,0
CI180303,0,0,0,0,0,0,0,0
CI180304,0,0,0,0,0,0,0,0
CI180305,0,0,0,0,0,0,0,0
CI180306,0,0,0,0,0,0,0,0
CI180301,0,0,0,0,0,0,0,0
CI180402,0,0,0,0,0,0,0,0
CI180403,0,0,0,0,0,0,0,0
CI180404,0,0,0,0,0,0,0,0
CI180401,0,0,0,0,0,0,0,0
CI190101,0,0,0,0,0,0,0,0
CI190102,0,0,0,0,0,0,0,0
CI190103,0,0,0,0,0,0,0,0
CI190104,0,0,0,0,0,0,0,0
CI190105,0,0,0,0,0,0,0,0
CI190106,0,0,0,0,0,0,0,0
CI190107,0,0,0,0,0,0,0,0
CI190202,0,0,0,0,0,0,0,0
CI190203,0,0,0,0,0,0,0,0
CI190201,0,0,0,0,0,0,0,0
CI190302,0,0,0,0,0,0,0,0
CI190303,0,0,0,0,0,0,0,0
CI190304,0,0,0,0,0,0,0,0
CI190305,0,0,0,0,0,0,0,0
CI190301,0,0,0,0,0,0,0,0
CI200101,0,0,0,0,0,0,0,0
CI200102,0,0,0,0,0,0,0,0
CI200103,0,0,0,0,0,0,0,0
CI200104,0,0,0,0,0,0,0,0
CI200105,0,0,0,0,0,0,0,0
CI200106,0,0,0,0,0,0,0,0
CI200107,0,0,0,0,0,0,0,0
CI200201,0,0,0,0,0,0,0,0
CI200202,0,0,0,0,0,0,0,0
CI200203,0,0,0,0,0,0,0,0
CI200204,0,0,0,0,0,0,0,0
CI200205,0,0,0,0,0,0,0,0
CI200301,0,0,0,0,0,0,0,0
CI200302,0,0,0,0,0,0,0,0
CI210101,0,0,0,0,0,0,0,0
CI210102,0,0,0,0,0,0,0,0
CI210103,0,0,0,0,0,0,0,0
CI210202,0,0,0,0,0,0,0,0
CI210201,0,0,0,0,0,0,0,0
CI210203,0,0,0,0,0,0,0,0
CI210302,0,0,0,0,0,0,0,0
CI210303,0,0,0,0,0,0,0,0
CI210304,0,0,0,0,0,0,0,0
CI210301,0,0,0,0,0,0,0,0
CI210305,0,0,0,0,0,0,0,0
CI210402,0,0,0,0,0,0,0,0
CI210401,0,0,0,0,0,0,0,0
CI210502,0,0,0,0,0,0,0,0
CI210501,0,0,0,0,0,0,0,0
CI220101,0,0,0,0,0,0,0,0
CI220102,0,0,0,0,0,0,0,0
CI220103,0,0,0,0,0,0,0,0
CI220104,0,0,0,0,0,0,0,0
CI220105,0,0,0,0,0,0,0,0
CI220106,0,0,0,0,0,0,0,0
CI220107,0,0,0,0,0,0,0,0
CI220202,0,0,0,0,0,0,0,0
CI220201,0,0,0,0,0,0,0,0
CI220203,0,0,0,0,0,0,0,0
CI220204,0,0,0,0,0,0,0,0
CI220302,0,0,0,0,0,0,0,0
CI220303,0,0,0,0,0,0,0,0
CI220304,0,0,0,0,0,0,0,0
CI220301,0,0,0,0,0,0,0,0
CI220305,0,0,0,0,0,0,0,0
CI220306,0,0,0,0,0,0,0,0
CI230101,0,0,0,0,0,0,0,0
CI230102,0,0,0,0,0,0,0,0
CI230103,0,0,0,0,0,0,0,0
CI230104,0,0,0,0,0,0,0,0
CI230105,0,0,0,0,0,0,0,0
CI230106,0,0,0,0,0,0,0,0
CI230107,0,0,0,0,0,0,0,0
CI230202,0,0,0,0,0,0,0,0
CI230203,0,0,0,0,0,0,0,0
CI230204,0,0,0,0,0,0,0,0
CI230201,0,0,0,0,0,0,0,0
CI230302,0,0,0,0,0,0,0,0
CI230303,0,0,0,0,0,0,0,0
CI230304,0,0,0,0,0,0,0,0
CI230305,0,0,0,0,0,0,0,0
CI230306,0,0,0,0,0,0,0,0
CI230307,0,0,0,0,0,0,0,0
CI230301,0,0,0,0,0,0,0,0
CI240101,0,0,0,0,0,0,0,0
CI240102,0,0,0,0,0,0,0,0
CI240103,0,0,0,0,0,0,0,0
CI240104,0,0,0,0,0,0,0,0
CI240105,0,0,0,0,0,0,0,0
CI240106,0,0,0,0,0,0,0,0
CI240201,0,0,0,0,0,0,0,0
CI240202,0,0,0,0,0,0,0,0
CI240203,0,0,0,0,0,0,0,0
CI240301,0,0,0,0,0,0,0,0
CI240302,0,0,0,0,0,0,0,0
CI240303,0,0,0,0,0,0,0,0
CI240304,0,0,0,0,0,0,0,0
CI240305,0,0,0,0,0,0,0,0
CI240402,0,0,0,0,0,0,0,0
CI240403,0,0,0,0,0,0,0,0
CI240401,0,0,0,0,0,0,0,0
CI250101,0,0,0,0,0,0,0,0
CI250102,0,0,0,0,0,0,0,0
CI250103,0,0,0,0,0,0,0,0
CI250201,0,0,0,0,0,0,0,0
CI250202,0,0,0,0,0,0,0,0
CI250203,0,0,0,0,0,0,0,0
CI250204,0,0,0,0,0,0,0,0
CI250302,0,0,0,0,0,0,0,0
CI250303,0,0,0,0,0,0,0,0
CI250301,0,0,0,0,0,0,0,0
CI250304,0,0,0,0,0,0,0,0
CI270101,0,0,0,0,0,0,0,0
CI270102,0,0,0,0,0,0,0,0
CI270103,0,0,0,0,0,0,0,0
CI270104,0,0,0,0,0,0,0,0
CI270201,0,0,0,0,0,0,0,0
CI270202,0,0,0,0,0,0,0,0
CI270203,0,0,0,0,0,0,0,0
CI270204,0,0,0,0,0,0,0,0
CI270301,0,0,0,0,0,0,0,0
CI270302,0,0,0,0,0,0,0,0
CI260101,0,0,0,0,0,0,0,0
CI260102,0,0,0,0,0,0,0,0
CI260202,0,0,0,0,0,0,0,0
CI260201,0,0,0,0,0,0,0,0
CI260301,0,0,0,0,0,0,0,0
CI260302,0,0,0,0,0,0,0,0
CI260402,0,0,0,0,0,0,0,0
CI260403,0,0,0,0,0,0,0,0
CI260404,0,0,0,0,0,0,0,0
CI260405,0,0,0,0,0,0,0,0
CI260401,0,0,0,0,0,0,0,0
CI280101,0,0,0,0,0,0,0,0
CI280102,0,0,0,0,0,0,0,0
CI280103,0,0,0,0,0,0,0,0
CI280202,0,0,0,0,0,0,0,0
CI280203,0,0,0,0,0,0,0,0
CI280204,0,0,0,0,0,0,0,0
CI280205,0,0,0,0,0,0,0,0
CI280206,0,0,0,0,0,0,0,0
CI280207,0,0,0,0,0,0,0,0
CI280208,0,0,0,0,0,0,0,0
CI280201,0,0,0,0,0,0,0,0
CI280209,0,0,0,0,0,0,0,0
CI280210,0,0,0,0,0,0,0,0
CI280211,0,0,0,0,0,0,0,0
CI280212,0,0,0,0,0,0,0,0
CI280213,0,0,0,0,0,0,0,0
CI280214,0,0,0,0,0,0,0,0
CI280215,0,0,0,0,0,0,0,0
CI280216,0,0,0,0,0,0,0,0
CI280302,0,0,0,0,0,0,0,0
CI280303,0,0,0,0,0,0,0,0
CI280304,1418.138138,0,0,0,0,0,0,0
CI280301,0,0,0,0,0,0,0,0
CI280402,0,0,0,0,0,0,0,0
CI280403,0,0,0,0,0,0,0,0
CI280404,0,0,0,0,0,0,0,0
CI280401,0,0,0,0,0,0,0,0
CI290102,0,0,0,0,0,0,0,0
CI290103,0,0,0,0,0,0,0,0
CI290104,0,0,0,0,0,0,0,0
CI290105,0,0,0,0,0,0,0,0
CI290101,0,0,0,0,0,0,0,0
CI290202,0,0,0,0,0,0,0,0
CI290203,0,0,0,0,0,0,0,0
CI290204,0,0,0,0,0,0,0,0
CI290205,0,0,0,0,0,0,0,0
CI290206,0,0,0,0,0,0,0,0
CI290201,0,0,0,0,0,0,0,0
CI300101,0,0,0,0,0,0,0,0
CI300102,0,0,0,0,0,0,0,0
CI300103,0,0,0,0,0,0,0,0
CI300104,0,0,0,0,0,0,0,0
CI300105,0,0,0,0,0,0,0,0
CI300106,0,0,0,0,0,0,0,0
CI300107,0,0,0,0,0,0,0,0
CI300108,0,0,0,0,0,0,0,0
CI300201,0,0,0,0,0,0,0,0
CI300202,0,0,0,0,0,0,0,0
CI300203,0,0,0,0,0,0,0,0
CI300301,0,0,0,0,0,0,0,0
CI300302,0,0,0,0,0,0,0,0
CI300303,0,0,0,0,0,0,0,0
CI300402,0,0,0,0,0,0,0,0
CI300403,0,0,0,0,0,0,0,0
CI300401,0,0,0,0,0,0,0,0
CI310101,0,0,0,0,0,0,0,0
CI310102,0,0,0,0,0,0,0,0
CI310103,0,0,0,0,0,0,0,0
CI310202,0,0,0,0,0,0,0,0
CI310201,0,0,0,0,0,0,0,0
CI310203,0,0,0,0,0,0,0,0
CI310204,0,0,0,0,0,0,0,0
CI310302,0,0,0,0,0,0,0,0
CI310303,50.75483036,0,0,0,0,0,0,0
CI310304,0,0,0,0,0,0,0,0
CI310301,123.96457,0,0,0,0,0,0,0
CI310305,0,0,0,0,0,0,0,0
CI320101,0,0,0,0,0,0,0,0
CI320102,0,0,0,0,0,0,0,0
CI320103,0,0,0,0,0,0,0,0
CI320104,0,0,0,0,0,0,0,0
CI320105,0,0,0,0,0,0,0,0
CI320106,0,0,0,0,0,0,0,0
CI320107,0,0,0,0,0,0,0,0
CI320201,0,0,0,0,0,0,0,0
CI320202,0,0,0,0,0,0,0,0
CI320203,0,0,0,0,0,0,0,0
CI320204,0,0,0,0,0,0,0,0
CI320205,0,0,0,0,0,0,0,0
CI320206,0,0,0,0,0,0,0,0
CI320207,0,0,0,0,0,0,0,0
CI320302,0,0,0,0,0,0,0,0
CI320303,0,0,0,0,0,0,0,0
CI320304,0,0,0,0,0,0,0,0
CI320305,0,0,0,0,0,0,0,0
CI320301,0,0,0,0,0,0,0,0
CI320306,0,0,0,0,0,0,0,0
CI320307,0,0,0,0,0,0,0,0
CI320308,0,0,0,0,0,0,0,0
CI320309,0,0,0,0,0,0,0,0
CI320310,0,0,0,0,0,0,0,0
CI320311,0,0,0,0,0,0,0,0
CI320401,0,0,0,0,0,0,0,0
CI320402,0,0,0,0,0,0,0,0
CI320502,0,0,0,0,0,0,0,0
CI320503,0,0,0,0,0,0,0,0
CI320504,0,0,0,0,0,0,0,0
CI320505,0,0,0,0,0,0,0,0
CI320506,0,0,0,0,0,0,0,0
CI320501,0,0,0,0,0,0,0,0
CI330102,0,0,0,0,0,0,0,0
CI330103,0,0,0,0,0,0,0,0
CI330101,0,0,0,0,0,0,0,0
CI330104,0,0,0,0,0,0,0,0
CI330202,0,0,0,0,0,0,0,0
CI330203,0,0,0,0,0,0,0,0
CI330204,0,0,0,0,0,0,0,0
CI330205,0,0,0,0,0,0,0,0
CI330201,0,0,0,0,0,0,0,0
CI330206,0,0,0,0,0,0,0,0
CI330207,0,0,0,0,0,0,0,0
SN010101,0,0,0,0,0,0,0,0
SN010102,0,0,0,0,0,0,0,0
SN010103,0,0,0,0,0,0,0,0
SN010104,0,0,0,0,0,0,0,0
SN010201,0,0,0,0,0,0,0,0
SN010302,0,0,0,0,0,0,0,0
SN010303,0,0,0,0,0,0,0,0
SN010401,0,0,0,0,0,0,0,0
SN010402,0,0,0,0,0,0,0,0
SN010403,0,0,0,0,0,0,0,0
SN010404,0,0,0,0,0,0,0,0
SN010501,0,0,0,0,0,0,0,0
SN010502,0,0,0,0,0,0,0,0
SN010503,0,0,0,0,0,0,0,0
SN020101,0,0,0,0,0,0,0,0
SN020102,0,0,0,0,0,0,0,0
SN020103,0,0,0,0,0,0,0,0
SN020201,0,0,0,0,0,0,0,0
SN020202,0,0,0,0,0,0,0,0
SN020301,0,0,0,0,0,0,0,0
SN020302,0,0,0,0,0,0,0,0
SN020303,0,0,0,0,0,0,0,0
SN030101,0,0,0,0,0,0,0,0
SN030102,0,0,0,0,0,0,0,0
SN030103,0,0,0,0,0,0,0,0
SN030104,0,0,0,0,0,0,0,0
SN030201,0,0,0,0,0,0,0,0
SN030202,0,0,0,0,0,0,0,0
SN030203,0,0,0,0,0,0,0,0
SN030301,0,0,0,0,0,0,0,0
SN030302,0,0,0,0,0,0,0,0
SN040101,0,0,0,0,0,0,0,0
SN040102,0,0,0,0,0,0,0,0
SN040201,0,0,0,0,0,0,0,0
SN040202,0,0,0,0,0,0,0,0
SN040301,0,0,0,0,0,0,0,0
SN040302,0,0,0,0,0,0,0,0
SN040303,0,0,0,0,0,0,0,0
SN040401,0,0,0,0,0,0,0,0
SN040402,0,0,0,0,0,0,0,0
SN050101,0,0,0,0,0,0,0,0
SN050102,0,0,0,0,0,0,0,0
SN050201,0,0,0,0,0,0,0,0
SN050202,0,0,0,0,0,0,0,0
SN050203,0,0,0,0,0,0,0,0
SN050301,0,0,0,0,0,0,0,0
SN050302,0,0,0,0,0,0,0,0
SN050303,0,0,0,0,0,0,0,0
SN060101,0,0,0,0,0,0,0,0
SN060102,0,0,0,0,0,0,0,0
SN060201,0,0,0,0,0,0,0,0
SN060202,0,0,0,0,0,0,0,0
SN060301,26.87461066,0,0,0,0,0,0,0
SN060302,108.9444444,0,0,0,0,0,0,0
SN070101,0,0,0,0,0,0,0,0
SN070102,0,0,0,0,0,0,0,0
SN070103,0,0,0,0,0,0,0,0
SN070201,0,0,0,0,0,0,0,0
SN070202,0,0,0,0,0,0,0,0
SN070203,0,0,0,0,0,0,0,0
SN070301,0,0,0,0,0,0,0,0
SN070302,0,0,0,0,0,0,0,0
SN070303,0,0,0,0,0,0,0,0
SN080101,0,0,0,0,0,0,0,0
SN080102,0,0,0,0,0,0,0,0
SN080103,0,0,0,0,0,0,0,0
SN080201,0,0,0,0,0,0,0,0
SN080202,0,0,0,0,0,0,0,0
SN080203,0,0,0,0,0,0,0,0
SN080204,0,0,0,0,0,0,0,0
SN080301,0,0,0,0,0,0,0,0
SN080302,0,0,0,0,0,0,0,0
SN080303,0,0,0,0,0,0,0,0
SN080304,0,0,0,0,0,0,0,0
SN090101,3.887752295,0,0,0,0,0,0,0
SN090102,681.2826018,0,0,0,0,0,0,0
SN090201,39.59821391,0,0,0,0,0,0,0
SN090202,201.5196877,194.4873047,0.965103246,0,194.4873047,194.4873047,194.4873047,194.4873047
SN090301,0,0,0,0,0,0,0,0
SN100101,56.961151,36.01307678,0.632239274,0,36.01307678,36.01307678,36.01307678,36.01307678
SN100102,0,0,0,0,0,0,0,0
SN100201,54.72291261,1.361185908,0.024874149,0,1.361185908,1.361185908,1.361185908,1.361185908
SN100202,1.271973968,0,0,0,0,0,0,0
SN100203,381.3578887,0,0,0,0,0,0,0
SN100204,63.83547592,0,0,0,0,0,0,0
SN100301,0,0,0,0,0,0,0,0
SN110101,0,0,0,0,0,0,0,0
SN110102,0,0,0,0,0,0,0,0
SN110103,0,0,0,0,0,0,0,0
SN110201,0,0,0,0,0,0,0,0
SN110202,0,0,0,0,0,0,0,0
SN110203,0,0,0,0,0,0,0,0
SN110301,0,0,0,0,0,0,0,0
SN110302,0,0,0,0,0,0,0,0
SN110303,0,0,0,0,0,0,0,0
SN120101,54.72970891,0,0,0,0,0,0,0
SN120102,315.9134243,132.2633801,0.418669705,0,132.2633801,132.2633801,132.2633801,132.2633801
SN120103,92.45997167,64.14606929,0.693771241,0,64.14606929,64.14606929,64.14606929,64.14606929
SN120201,0,0,0,0,0,0,0,0
SN120202,0,0,0,0,0,0,0,0
SN120203,0,0,0,0,0,0,0,0
SN120204,0,0,0,0,0,0,0,0
SN120301,0,0,0,0,0,0,0,0
SN120302,0,0,0,0,0,0,0,0
SN120401,0,0,0,0,0,0,0,0
SN120402,0,0,0,0,0,0,0,0
SN120403,0,0,0,0,0,0,0,0
SN130101,0,0,0,0,0,0,0,0
SN130102,0,0,0,0,0,0,0,0
SN130103,0,0,0,0,0,0,0,0
SN130201,0,0,0,0,0,0,0,0
SN130202,0,0,0,0,0,0,0,0
